"Player","Pos","Age","Tm","G","GS","MP.x","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","MP.y","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"Jarrett Allen","C",22,"BRK",12,5,26.7,3.7,5.4,0.677,0,0,0,3.7,5.4,0.677,0.677,3.8,5.1,0.754,3.2,7.3,10.4,1.7,0.6,1.6,1.8,1.8,11.2,320,21.3,0.73,0,0.938,14.2,28.8,21.9,8.2,1,4.9,19.3,15.4,1,0.4,1.4,0.21,1.3,0.6,1.9,0.3
"Jarrett Allen","C",22,"CLE",16,5,25.9,4.9,7.8,0.624,0.1,0.3,0.25,4.8,7.6,0.636,0.628,3.4,4.4,0.761,2.8,5.2,7.9,1.6,0.4,1.7,1.3,1.4,13.2,414,23.5,0.675,0.032,0.568,11.4,23,17,9.7,0.7,5.9,11.8,18.4,1.3,0.4,1.7,0.197,3.2,0.2,3.4,0.6
"Jarrett Allen","C",22,"TOT",28,10,26.2,4.4,6.8,0.642,0,0.1,0.25,4.3,6.6,0.651,0.645,3.6,4.7,0.758,2.9,6.1,9,1.6,0.5,1.6,1.5,1.6,12.3,734,22.5,0.695,0.021,0.695,12.6,25.5,19.1,9,0.9,5.5,14.8,17.1,2.3,0.8,3.1,0.203,2.3,0.4,2.7,0.9
"Jarrett Culver","SG",21,"MIN",16,7,21.2,3.2,6.9,0.459,0.5,1.9,0.258,2.7,5,0.538,0.495,1.3,2.1,0.606,1.6,3.4,5,0.9,0.7,0.4,1.3,2.4,8.1,339,10.7,0.518,0.279,0.297,7.5,18.4,12.7,6.4,1.5,1.5,14.3,18.2,-0.1,0.3,0.1,0.021,-4.2,-1.6,-5.8,-0.3
"JaVale McGee","C",33,"CLE",20,1,15.7,3.1,6.8,0.459,0.3,0.8,0.313,2.9,6,0.479,0.478,1.3,2.2,0.591,1.7,3.9,5.6,1,0.5,1.2,1.3,2.5,7.8,313,16.5,0.502,0.119,0.326,11.6,28.6,19.8,10.4,1.4,7,13.9,24.6,-0.2,0.5,0.3,0.049,-2.7,0.5,-2.2,0
"Javonte Green","SG",27,"BOS",18,1,15.3,1.7,3.4,0.5,0.4,1.2,0.333,1.3,2.3,0.585,0.556,1.1,1.6,0.69,0.9,1.6,2.5,0.4,0.9,0.1,0.6,1.2,4.9,276,12.7,0.595,0.339,0.468,6.7,11.6,9.1,4,3,0.7,12.8,13.3,0.3,0.3,0.6,0.111,-1.4,1,-0.4,0.1
"Jaxson Hayes","C",20,"NOP",21,1,11.7,1.7,2.6,0.636,0,0,0,1.7,2.6,0.636,0.636,0.9,1.2,0.692,1.2,2.4,3.6,0.4,0.3,0.3,0.6,1.8,4.2,246,15.5,0.662,0,0.473,11.7,22.6,17.1,5,1.4,2.9,16.4,13.7,0.5,0.2,0.7,0.13,-2,0,-2,0
"Jaylen Adams","PG",24,"MIL",6,0,2.8,0.2,1.3,0.125,0,0.3,0,0.2,1,0.167,0.125,0,0,0,0,0.5,0.5,0.3,0,0,0,0.2,0.3,17,-6.9,0.125,0.25,0,0,18.2,9.4,13.4,0,0,0,19.7,-0.1,0,-0.1,-0.265,-15.6,-5.2,-20.9,-0.1
"Jaylen Brown","SG",24,"BOS",26,26,33.4,9.9,19.5,0.506,2.4,5.9,0.409,7.5,13.6,0.548,0.568,3.7,4.8,0.768,1.2,4.3,5.5,3.6,1.2,0.6,2.8,3,25.9,868,22.3,0.598,0.303,0.246,3.9,14.9,9.2,19.5,1.7,1.6,11.6,31.4,1.7,0.9,2.6,0.146,4.9,-0.5,4.4,1.4
"Jaylen Nowell","SG",21,"MIN",15,0,15.7,3.5,7.7,0.457,1.1,3.2,0.354,2.4,4.5,0.529,0.53,1.5,1.9,0.786,0.5,1.2,1.7,0.9,0.4,0.3,0.6,1.8,9.7,236,15.3,0.565,0.414,0.241,3.5,8.7,5.9,9.7,1.2,1.4,6.6,24.5,0.3,0.1,0.4,0.076,-0.2,-1.8,-2,0
"Jayson Tatum","SF",22,"BOS",23,23,35.2,9.3,20.8,0.449,2.7,7,0.389,6.6,13.8,0.479,0.515,4.4,5,0.886,0.6,6.4,7,4.7,1.3,0.4,2.4,1.9,25.8,810,21.4,0.561,0.338,0.238,1.7,20.9,11.1,23,1.7,1,9.6,30.9,1.4,1,2.4,0.142,4.6,0,4.6,1.4
"Jeff Green","PF",34,"BRK",30,13,26,3.5,6.9,0.505,1.6,3.7,0.427,1.9,3.2,0.594,0.619,1.2,1.5,0.822,0.5,3.3,3.7,1.4,0.7,0.3,0.8,2,9.7,780,12.2,0.647,0.534,0.218,2.1,13.3,8.1,7.2,1.2,0.8,9.6,13.9,1.2,0.4,1.6,0.098,-0.4,-1,-1.4,0.1
"Jeff Teague","PG",32,"BOS",23,3,17.3,1.8,5.7,0.323,0.7,1.7,0.421,1.1,4,0.283,0.385,1.2,1.3,0.9,0.3,1.3,1.6,2,0.9,0.1,1.1,1,5.5,397,8.2,0.443,0.292,0.231,1.9,8.6,5.2,15.7,2.6,0.7,14.9,18.1,-0.4,0.4,0,0.004,-4.2,-0.3,-4.5,-0.2
"Jerami Grant","SF",26,"DET",28,28,36.3,7.9,17.8,0.443,2.6,6.6,0.387,5.3,11.2,0.476,0.515,5.4,6.1,0.883,0.8,4.4,5.3,2.9,0.8,1.2,1.7,2.8,23.8,1017,18.7,0.579,0.373,0.343,2.4,14.3,8.1,14.2,1.1,3.1,7.7,26.5,1.9,0.9,2.7,0.13,3.2,-0.6,2.6,1.1
"Jeremy Lamb","SG",28,"IND",16,8,25.1,4.1,8.1,0.508,1.9,3.9,0.5,2.2,4.3,0.515,0.627,2.3,2.4,0.923,0.9,3.4,4.3,1.6,0.9,0.5,0.9,2.1,12.4,401,17.8,0.676,0.477,0.3,3.9,14.9,9.5,9.1,1.7,1.7,8.7,17.4,1,0.4,1.5,0.175,2.5,0.6,3,0.5
"Jerome Robinson","SG",23,"WAS",13,3,17,1.7,5.2,0.328,0.7,2.4,0.29,1,2.8,0.361,0.396,1.2,1.3,0.882,0.2,2.4,2.5,1.4,0.5,0.2,0.8,1.6,5.2,221,6,0.456,0.463,0.254,0.9,15.2,7.8,10.8,1.3,0.8,12.9,16,-0.2,0.1,-0.1,-0.022,-5.3,-1.7,-7.1,-0.3
"Jevon Carter","PG",25,"PHO",23,0,11.1,1.1,3.2,0.342,0.6,2.1,0.286,0.5,1,0.458,0.438,0.1,0.1,1,0.1,1.3,1.4,1.1,0.4,0.3,0.2,1.2,2.9,256,8.3,0.447,0.671,0.027,1.3,12.3,6.9,13.5,1.9,2.1,6.3,13.8,0,0.3,0.3,0.056,-3.5,2.1,-1.3,0
"Jimmy Butler","SF",31,"MIA",16,16,32.9,6,13.7,0.438,0.3,1.5,0.167,5.8,12.2,0.472,0.447,7.2,8.4,0.858,1.8,5.9,7.7,7.4,1.9,0.4,2.1,1.1,19.4,527,24.2,0.559,0.11,0.612,6.5,19,13.1,36.8,2.9,1.2,10.9,26.4,1.5,0.8,2.3,0.213,3.3,2.5,5.8,1
"Joe Harris","SF",29,"BRK",30,26,30.9,5.5,10.5,0.529,3.3,6.6,0.495,2.3,3.9,0.586,0.685,0.5,0.8,0.696,0.6,2.9,3.5,1.9,0.5,0.2,0.8,2.4,14.9,928,14.9,0.688,0.631,0.073,2.3,9.9,6.3,8.3,0.8,0.6,7.2,16.3,2.1,0.3,2.4,0.123,2.1,-1.7,0.5,0.6
"Joe Ingles","SF",33,"UTA",25,8,26.6,4.1,7.9,0.518,2.4,5.3,0.451,1.7,2.6,0.656,0.67,1.2,1.4,0.882,0.4,3,3.5,4.7,0.4,0.2,1.6,1.7,11.8,665,16.7,0.694,0.675,0.173,1.8,11.6,6.9,25.2,0.7,0.6,16.2,16.3,2,0.8,2.7,0.198,3.3,0.8,4.1,1
"Joel Embiid","C",26,"PHI",23,23,32.5,9.4,17.5,0.54,1.2,3,0.397,8.3,14.5,0.569,0.573,9.7,11.3,0.851,1.9,8.9,10.8,3.1,1.3,1.2,3.4,2.5,29.7,748,30.8,0.661,0.169,0.649,6.7,28.9,18.2,16.6,1.9,3.3,13.3,33.6,2.9,1.3,4.3,0.273,6.4,1.5,7.9,1.9
"John Collins","PF",23,"ATL",28,28,31.6,7.1,13,0.547,1.4,3.4,0.411,5.7,9.6,0.595,0.6,2.6,3,0.867,2.2,5.4,7.6,1.6,0.5,1,1.4,3.4,18.2,884,19.3,0.635,0.261,0.228,7.5,18.2,12.9,8.4,0.7,2.7,8.9,21.2,2.2,0.8,3,0.162,2.2,-0.4,1.8,0.8
"John Konchar","SG",24,"MEM",16,0,16.5,1.5,3.5,0.429,0.4,1.4,0.318,1.1,2.1,0.5,0.491,0.9,1,0.938,1,2.8,3.8,1.1,1.1,0.3,0.5,1.4,4.4,264,13.3,0.555,0.393,0.286,6.5,19.3,12.7,8.6,3.3,1.7,11.3,11.4,0.3,0.4,0.7,0.122,-2.2,1.5,-0.6,0.1
"John Wall","PG",30,"HOU",19,19,31.1,7.4,16.8,0.441,2.1,5.8,0.351,5.4,11,0.488,0.502,3.5,4.7,0.744,0.5,3.2,3.7,6.3,1,0.7,3.5,1.4,20.4,591,17.3,0.539,0.347,0.281,1.8,10.9,6.3,34.7,1.5,1.9,15.5,30.7,0,0.7,0.7,0.061,1.9,-1,0.9,0.4
"Jonas Valančiūnas","C",28,"MEM",19,18,27.5,6.5,11.2,0.585,0.4,1.1,0.381,6.1,10.1,0.607,0.604,3.1,4.1,0.753,3.2,7.6,10.8,2.1,0.6,0.8,2.2,3.3,16.5,522,22.1,0.639,0.099,0.363,12.5,31.3,21.6,11.6,1.1,2.6,14.3,23.3,1.2,0.7,1.8,0.169,1.5,-0.4,1,0.4
"Jordan Bell","C",26,"WAS",3,1,16.7,1.7,5,0.333,0,0.7,0,1.7,4.3,0.385,0.333,0,0,0,1.7,3.7,5.3,1.7,0.3,1,1,1.3,3.3,50,8,0.333,0.133,0,10.1,23.9,16.8,13.3,0.9,5.2,16.7,14.9,-0.1,0.1,0,-0.037,-5.1,-1.2,-6.3,-0.1
"Jordan Bone","PG",23,"ORL",14,0,14,1.6,3.9,0.426,0.7,2.3,0.313,0.9,1.6,0.591,0.519,0,0,0,0.3,1.4,1.7,1.3,0.1,0,0.2,0.8,4,196,9,0.519,0.593,0,2,11,6.3,13.3,0.5,0,5.3,12.4,0.2,0.1,0.3,0.062,-2.6,-1.6,-4.2,-0.1
"Jordan Clarkson","SG",28,"UTA",29,0,26.2,6.7,14.8,0.453,3.2,8.5,0.382,3.4,6.3,0.549,0.563,1.6,1.7,0.958,0.9,3.2,4.1,2.1,1,0.2,1.9,1.4,18.2,760,19,0.588,0.575,0.112,3.9,12.3,8.3,13.5,1.8,0.7,10.7,28.4,1.2,1.1,2.3,0.145,3.4,-0.4,3,1
"Jordan McLaughlin","PG",24,"MIN",17,0,18.2,2.2,5.5,0.394,0.5,1.4,0.375,1.6,4.1,0.4,0.441,0.4,0.5,0.778,0.5,1.7,2.2,4.6,1,0.2,1.2,0.8,5.3,310,13.1,0.459,0.255,0.096,3,10.6,6.6,35.5,2.6,0.8,17,16,0.1,0.2,0.3,0.052,-1.5,-0.4,-1.9,0
"Jordan Nwora","SF",22,"MIL",10,0,8.2,1.7,3.7,0.459,0.8,1.6,0.5,0.9,2.1,0.429,0.568,0.9,1,0.9,0.1,1.4,1.5,0,0.4,0.2,1,0.9,5.1,82,12.9,0.616,0.432,0.27,1.3,17.6,9.7,0,2.3,2.2,19.5,26.3,-0.1,0.1,0,0.023,-3.6,-1.9,-5.4,-0.1
"Jordan Poole","SG",21,"GSW",15,0,9.5,1.7,4.1,0.426,0.9,2.6,0.333,0.9,1.5,0.591,0.533,1.2,1.3,0.947,0.1,1.1,1.2,0.9,0.2,0.1,0.5,0.9,5.5,143,14.6,0.598,0.639,0.311,1.5,11.5,6.6,13.4,1,1.2,10.3,22.9,0.2,0.1,0.3,0.108,0.2,-0.8,-0.6,0.1
"Josh Green","SG",20,"DAL",17,5,12.5,1,2.1,0.472,0.1,0.7,0.167,0.9,1.4,0.625,0.5,0.4,0.6,0.545,0.7,1.6,2.3,0.6,0.2,0.1,0.6,0.9,2.5,212,6.4,0.514,0.333,0.306,6.2,14.1,10.1,6.2,0.9,0.4,21.2,10.7,-0.1,0.1,0,0.005,-4.6,-0.6,-5.2,-0.2
"Josh Hall","SF",20,"OKC",7,0,7.3,0.6,2.6,0.222,0.1,1.1,0.125,0.4,1.4,0.3,0.25,0.4,1,0.429,0.1,1.1,1.3,1,0,0,0.6,1,1.7,51,-2.3,0.285,0.444,0.389,2.1,16.1,9.2,18.6,0,0,15.9,21.3,-0.2,0,-0.2,-0.197,-10.6,-3.7,-14.4,-0.2
"Josh Hart","SF",25,"NOP",28,2,28,3.1,7,0.451,1.4,4.1,0.348,1.7,2.9,0.6,0.554,1.1,1.6,0.711,1,6.4,7.5,2.1,0.8,0.2,0.8,2.2,8.9,785,12.5,0.577,0.59,0.231,4.1,25.5,14.8,10,1.4,0.7,9.7,12.9,1.1,0.6,1.6,0.099,-0.8,0,-0.8,0.2
"Josh Jackson","SG",23,"DET",26,6,24.1,4.5,10.5,0.427,1.4,4.4,0.322,3.1,6.1,0.503,0.495,2.3,3.4,0.685,0.7,3.3,4,1.9,1,0.9,2.4,3,12.8,627,12.2,0.53,0.42,0.325,3.3,15.9,9.3,13.3,2,3.5,16.5,25.9,-0.7,0.7,0.1,0.005,-2.2,-0.2,-2.4,-0.1
"Josh Okogie","SG",22,"MIN",23,18,20.3,1.7,4.8,0.345,0.4,2,0.217,1.2,2.8,0.438,0.391,1.3,1.7,0.763,1,1.6,2.6,1.2,0.8,0.6,0.7,1.9,5,467,7.7,0.454,0.418,0.345,4.8,9,6.8,7.6,1.9,2.5,11.8,12.9,-0.2,0.3,0.1,0.015,-4.7,-0.3,-5,-0.4
"Josh Richardson","SG",27,"DAL",19,19,31.6,4.4,10.3,0.423,1.5,5.2,0.296,2.8,5.2,0.551,0.497,2.2,2.4,0.933,1,1.9,2.9,2.7,0.8,0.2,1.4,2.9,12.5,601,11,0.549,0.5,0.23,3.5,6.6,5,12,1.3,0.6,10.8,17.6,0.5,0.2,0.6,0.05,-1.7,-1.6,-3.2,-0.2
"Jrue Holiday","PG",30,"MIL",23,23,32.5,6.5,13,0.502,1.9,4.8,0.387,4.7,8.2,0.569,0.574,1.5,1.9,0.791,1.3,3.5,4.8,5.4,1.9,0.6,1.6,1.7,16.4,747,19.9,0.593,0.371,0.144,4.2,11.2,7.8,22.5,2.8,1.7,10.2,19.9,1.9,0.9,2.8,0.18,2.7,1.1,3.8,1.1
"Juan Hernangómez","PF",25,"MIN",13,6,18.6,2.3,5.8,0.4,1.1,3.4,0.318,1.2,2.4,0.516,0.493,0.7,1.1,0.643,1,4,5,0.5,0.4,0.2,0.5,0.9,6.4,242,10.5,0.511,0.587,0.187,5.5,24.4,14.4,4.1,1,0.7,6.9,15.1,0.1,0.2,0.2,0.046,-2.2,-2.3,-4.5,-0.2
"Juan Toscano-Anderson","SG",27,"GSW",16,10,21.8,2.6,4.7,0.56,0.7,1.6,0.423,1.9,3.1,0.633,0.633,0.6,0.9,0.714,0.8,4,4.8,2.3,0.6,0.7,1.1,2.3,6.6,349,12.4,0.647,0.347,0.187,3.7,18.8,11.4,14,1.2,2.8,17.3,11.9,0.4,0.5,0.9,0.124,-1.6,1,-0.6,0.1
"Julius Randle","PF",26,"NYK",30,30,36.7,8.1,16.9,0.48,1.8,4.5,0.407,6.3,12.4,0.507,0.535,5.1,6.4,0.802,1.4,9.5,10.9,5.5,0.7,0.2,3.3,3.1,23.2,1101,20.7,0.589,0.267,0.379,4,26.6,15.5,25.8,1,0.5,14.2,27.6,1.9,1.7,3.6,0.159,3.3,0.8,4.2,1.7
"Justin Holiday","SG",31,"IND",29,20,32.2,4,8.5,0.466,2.4,5.8,0.419,1.6,2.8,0.563,0.607,1.2,1.5,0.791,0.7,3.5,4.2,1.7,1.2,0.3,0.7,2.3,11.5,935,12.4,0.628,0.676,0.174,2.5,11.9,7.3,7,1.8,0.9,7.3,13.3,1.3,0.9,2.2,0.114,0.4,0.1,0.5,0.6
"Justin Jackson","SF",25,"OKC",18,2,18,2.9,6.4,0.457,1.2,3.3,0.356,1.8,3.2,0.561,0.547,0.8,1,0.778,0.4,1.9,2.4,1.8,0.4,0.1,1,1.2,7.8,324,12.1,0.569,0.509,0.155,2.6,11.1,6.9,15.6,1,0.3,12.7,19,0.2,0.3,0.4,0.06,-1.2,-0.6,-1.8,0
"Justin James","SF",24,"SAC",8,0,6.3,0.8,1.9,0.4,0,0.5,0,0.8,1.4,0.545,0.4,0.1,0.9,0.143,0.3,0.6,0.9,0.4,0.1,0.1,0,0.1,1.6,50,6.6,0.36,0.267,0.467,4.3,11.1,7.7,7.9,1,1.7,0,15.4,-0.1,0,-0.1,-0.063,-4.3,-3.6,-7.9,-0.1
"Jusuf Nurkić","C",26,"POR",12,12,23.3,4.2,8.6,0.485,0.3,1,0.25,3.9,7.6,0.516,0.5,1.3,2.3,0.556,1.9,5.8,7.7,2.8,0.9,0.9,1.9,2.8,9.8,280,16.1,0.514,0.117,0.262,8.4,27.5,17.5,17.5,1.9,3.7,16.7,21.1,0.1,0.3,0.4,0.065,-2.6,0,-2.6,0
"Juwan Morgan","PF",23,"UTA",12,0,5.3,0.5,1.1,0.462,0.3,0.8,0.333,0.3,0.3,0.75,0.577,0,0.3,0,0.3,0.8,1.1,0.3,0.3,0,0.2,0.9,1.3,64,7.5,0.524,0.692,0.231,5.2,15.8,10.8,6.2,2.3,0,12.3,10.9,0,0.1,0.1,0.092,-4.1,1.7,-2.4,0
"Karim Mané","PG",20,"ORL",6,0,9.3,0.2,1.5,0.111,0.2,0.3,0.5,0,1.2,0,0.167,0.7,0.7,1,0,1.7,1.7,0.2,0,0.2,0.5,0.5,1.2,56,-0.7,0.325,0.222,0.444,0,19.3,9.3,2.3,0,1.6,21.8,10.5,-0.1,0,-0.1,-0.085,-9.4,-2,-11.4,-0.1
"Karl-Anthony Towns","C",25,"MIN",9,9,33.1,7.7,15.1,0.507,2,4.7,0.429,5.7,10.4,0.543,0.574,4.4,4.8,0.93,3.1,7.4,10.6,3.3,1,1.9,2.8,3.3,21.8,298,23.9,0.633,0.309,0.316,9.6,25.5,17.1,16.6,1.4,4.7,13.9,25.4,0.7,0.4,1.1,0.173,3.4,0.9,4.3,0.5
"Kawhi Leonard","SF",29,"LAC",23,23,34.4,9.7,19,0.513,1.9,4.9,0.389,7.8,14.1,0.556,0.563,5.3,6.1,0.879,0.8,5,5.9,5,1.8,0.6,1.8,1.5,26.7,792,27.5,0.617,0.259,0.32,2.8,16,9.6,24.7,2.5,1.6,7.8,30.2,3,1.1,4.1,0.247,5.5,0.7,6.3,1.7
"Keita Bates-Diop","SF",25,"SAS",8,0,3.4,0,1.1,0,0,0.5,0,0,0.6,0,0,0.6,0.8,0.833,0.1,0.3,0.4,0.3,0.1,0,0,0,0.6,27,0.3,0.215,0.444,0.667,3.7,7.9,5.8,8.6,1.8,0,0,18.5,-0.1,0,-0.1,-0.151,-8.2,-4.4,-12.5,-0.1
"Kelan Martin","SF",25,"IND",11,0,3.9,0.5,1.6,0.333,0.2,0.7,0.25,0.4,0.9,0.4,0.389,0,0,0,0.1,0.9,1,0,0.2,0,0.4,0.4,1.3,43,1.4,0.389,0.444,0,2.6,25.3,14.1,0,2.2,0,18.2,22.2,-0.2,0.1,-0.1,-0.153,-8.6,-1.9,-10.5,-0.1
"Keldon Johnson","SF",21,"SAS",27,27,30.1,5.3,11.4,0.468,1,3,0.325,4.4,8.4,0.518,0.51,2.9,3.7,0.778,1.7,5.2,7,2.3,0.8,0.5,1.5,2.3,14.5,812,15.3,0.556,0.26,0.321,5.8,18.5,12,10.9,1.2,1.5,10.2,20.7,0.7,1,1.7,0.101,-0.3,-0.7,-1,0.2
"Keljin Blevins","SF",25,"POR",8,0,4.8,0.1,1.1,0.111,0,0.4,0,0.1,0.8,0.167,0.111,0,0,0,0,0,0,0.5,0.3,0,0.4,0.5,0.3,38,-6,0.111,0.333,0,0,0,0,12.7,2.6,0,25,13.5,-0.2,0,-0.2,-0.238,-12.3,-3.3,-15.6,-0.1
"Kelly Olynyk","C",29,"MIA",27,22,26,3.6,8.5,0.424,2.1,6.1,0.343,1.5,2.3,0.635,0.548,0.6,0.8,0.714,1,4.8,5.8,2,0.8,0.7,1.3,2.6,9.9,703,12,0.558,0.725,0.092,4.6,19.5,12.5,11.8,1.5,2.6,12.8,17.3,0.1,1,1.1,0.074,-0.8,0.4,-0.4,0.3
"Kelly Oubre Jr.","SF",25,"GSW",29,29,29.4,5.2,12.7,0.41,1.7,5.3,0.31,3.6,7.3,0.484,0.476,2.2,2.9,0.759,1.4,4.5,5.9,1.4,1.1,0.8,1.4,2.4,14.2,853,12.4,0.51,0.421,0.226,5.1,15.6,10.5,7.1,1.7,2.4,9,22.1,-0.3,1.2,0.9,0.051,-2.5,-0.3,-2.8,-0.2
"Kemba Walker","PG",30,"BOS",13,13,28,5.5,15,0.364,2.6,7.3,0.358,2.8,7.7,0.37,0.451,2.8,3.2,0.902,0.5,3.2,3.7,4,1.1,0.2,2.2,1.3,16.4,364,14.2,0.5,0.487,0.21,2.1,12.9,7.3,22,1.9,0.5,12,28.4,0,0.3,0.3,0.043,0.7,-0.9,-0.3,0.2
"Kendrick Nunn","PG",25,"MIA",20,8,28.4,5.4,11.3,0.473,1.9,5.5,0.349,3.5,5.9,0.59,0.558,1.1,1.2,0.875,0.5,2.8,3.2,2.3,1.1,0.2,2.1,1.8,13.7,567,12.3,0.577,0.482,0.106,1.9,10.3,6.3,13.2,1.9,0.7,14.8,21.8,-0.1,0.6,0.4,0.037,-1.5,-0.3,-1.7,0
"Kenrich Williams","PF",26,"OKC",28,6,18.3,2.3,4.3,0.537,0.5,1.2,0.441,1.8,3.1,0.575,0.599,0.4,0.7,0.632,1.4,2.5,3.9,1.7,0.8,0.2,0.9,1.7,5.6,512,13.4,0.607,0.281,0.157,8.2,14.1,11.2,13.6,1.9,0.9,16.2,13.1,0.6,0.6,1.2,0.116,-1.5,0.9,-0.7,0.2
"Kent Bazemore","SF",31,"GSW",27,0,16.6,2.5,4.9,0.515,1,2.3,0.459,1.5,2.6,0.563,0.621,0.9,1.1,0.8,0.5,2.6,3.1,1.6,0.8,0.6,1,2.2,7,448,14.7,0.647,0.462,0.227,3.1,16.3,9.8,13.6,2.3,3.1,16.2,16.4,0.5,0.7,1.2,0.133,-0.8,2.2,1.5,0.4
"Kentavious Caldwell-Pope","SG",27,"LAL",25,25,25.1,3,6.7,0.446,1.6,3.7,0.424,1.4,3,0.474,0.563,0.9,1.1,0.852,0.3,1.9,2.2,1.3,0.8,0.3,1,1.6,8.5,627,9.8,0.589,0.548,0.161,1.5,8.3,5,7,1.5,1.1,11.8,14.1,0.4,0.9,1.3,0.101,-1.6,-0.1,-1.7,0.1
"Kenyon Martin Jr.","SF",20,"HOU",7,0,9.9,1.4,3.9,0.37,0.1,0.6,0.25,1.3,3.3,0.391,0.389,0.3,0.7,0.4,1.1,1.6,2.7,0.6,0.3,0.7,0.7,1.3,3.3,69,9.1,0.394,0.148,0.185,12.1,17.1,14.6,8.6,1.4,6.2,14.6,21.1,-0.2,0.1,0,-0.027,-5.9,-0.6,-6.5,-0.1
"Kevin Durant","PF",32,"BRK",19,18,35.7,9.9,18.9,0.524,2.6,5.9,0.434,7.3,12.9,0.565,0.592,6.6,7.6,0.869,0.4,6.9,7.3,5.3,0.7,1.4,3.5,2.3,29,679,25.1,0.652,0.315,0.404,1.2,20.6,11.5,23.5,1,3.3,13.7,31.2,2,0.6,2.6,0.182,5.4,0,5.4,1.2
"Kevin Huerter","SG",22,"ATL",28,17,31.8,4.5,10.7,0.423,2.2,5.8,0.385,2.3,5,0.468,0.527,0.7,0.9,0.792,0.7,2.9,3.6,3.8,1.2,0.2,1.3,2.3,12,890,11.9,0.539,0.537,0.08,2.5,9.8,6.2,17.8,1.9,0.5,10.4,16.6,0.7,0.6,1.4,0.075,-0.4,0.1,-0.3,0.4
"Kevin Knox","SF",21,"NYK",23,0,16.2,1.9,4.9,0.389,1.1,2.9,0.379,0.8,2,0.404,0.5,0.4,0.5,0.833,0.4,1.7,2.1,0.7,0.3,0.3,0.7,1.4,5.3,373,8.1,0.52,0.584,0.106,2.6,10.8,6.7,6.6,1.1,1.6,11.9,15.9,-0.1,0.4,0.3,0.043,-2,-0.4,-2.4,0
"Kevin Love","PF",32,"CLE",2,2,23,3,9,0.333,1.5,4.5,0.333,1.5,4.5,0.333,0.417,2,2.5,0.8,1,5,6,2.5,0.5,0,1.5,0.5,9.5,46,11.2,0.47,0.5,0.278,4.7,25,14.5,16,1.1,0,12.9,21.7,0,0,0,0.007,-1.2,-0.8,-2.1,0
"Kevon Looney","C",24,"GSW",21,5,14.7,1.6,2.5,0.623,0.1,0.2,0.4,1.5,2.3,0.646,0.642,0.4,0.6,0.692,1.5,2.6,4.1,1.8,0.3,0.3,0.7,1.8,3.7,308,13.9,0.656,0.094,0.245,11.1,18.3,14.8,16,1.1,1.7,19.3,10,0.7,0.4,1.1,0.166,-1,0.8,-0.2,0.1
"Khem Birch","C",28,"ORL",29,0,21.8,2.5,4.8,0.514,0.1,0.4,0.25,2.4,4.4,0.539,0.525,1.6,2.1,0.742,2.8,3.2,6,1.2,0.7,0.7,0.7,1.7,6.7,631,16.1,0.577,0.086,0.443,12.6,15.9,14.2,7.8,1.5,3,10.2,12.6,1.2,0.7,1.9,0.147,-0.8,-0.4,-1.2,0.1
"Khris Middleton","SF",29,"MIL",28,28,33,7.5,14.6,0.51,2.4,5.5,0.442,5,9.1,0.551,0.593,3,3.3,0.902,0.7,5.1,5.8,5.8,1,0.1,2.5,2.8,20.3,924,20.1,0.632,0.376,0.224,2.4,16,9.3,24.8,1.5,0.4,13.6,23.7,2.5,0.9,3.4,0.177,3.5,-0.6,3,1.2
"Killian Hayes","PG",19,"DET",7,7,21.1,1.9,6.7,0.277,0.7,2.9,0.25,1.1,3.9,0.296,0.33,0.1,0.3,0.5,0.1,1,1.1,3.6,0.3,0,2.4,2.1,4.6,148,-1.4,0.334,0.426,0.043,0.7,5.5,3,24.2,0.7,0,26.2,19,-0.6,0,-0.5,-0.176,-9.3,-4.2,-13.6,-0.4
"Kira Lewis Jr.","PG",19,"NOP",17,0,13.1,2.1,5.1,0.402,0.6,1.7,0.379,1.4,3.4,0.414,0.466,0.8,1.2,0.65,0.1,0.8,0.9,1.8,0.6,0.1,0.5,1,5.5,223,11.7,0.491,0.333,0.23,1,6.5,3.7,18.7,2.2,0.5,7.7,19.8,0.1,0.1,0.2,0.049,-2.6,-1.2,-3.8,-0.1
"Kostas Antetokounmpo","PF",23,"LAL",1,0,8,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4,4,0,0,2,2,1,0,8,-9.1,0,0,0,0,54.1,28,0,0,21.3,50,21.7,-0.1,0,-0.1,-0.407,-19.3,2,-17.3,0
"Kristaps Porziņģis","C",25,"DAL",17,17,29.9,7.8,16.4,0.473,2.2,6.4,0.352,5.5,10.1,0.55,0.541,2.8,3.2,0.855,2.1,6.2,8.2,1.3,0.4,1.6,1.2,3.3,20.5,509,21.2,0.576,0.387,0.197,7.5,22.8,15.1,7.4,0.6,5,6.5,27.9,0.9,0.5,1.3,0.123,2,-1.3,0.7,0.3
